,segment,abitazione,isolamento,age,area,regione,longitude,latitude,ripartizione,temperatura_estiva,umidita_estiva,temperatura_invernale,degree_days,riscaldament_fascia_A,riscaldament_fascia_B,riscaldament_fascia_C,riscaldament,raffrescament_fascia_A,elettricita,raffrescament_fascia_B,raffrescament_fascia_C,raffrescament
6843,0,appartamento in edificio medio,Poco isolata,40,99,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,3,4,0,7,0,489,0,0,0
6844,1,casa unifamiliare,Abbastanza isolata,144,92,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,1,4,2,7,0,1089,0,0,0
6845,1,casa plurifamiliare,Non isolata,49,149,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,3,3,0,6,0,389,0,0,0
6846,0,appartamento in edificio piccolo,Abbastanza isolata,47,126,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,1,1,1,3,1,1089,2,0,3
6847,0,appartamento in edificio piccolo,Ben isolata,23,61,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,2,6,2,10,0,389,0,0,0
6848,1,appartamento in edificio medio,Ben isolata,43,68,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,0,0,0,0,0,689,0,0,0
6849,1,appartamento in edificio piccolo,Non isolata,30,81,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,2,3,1,6,0,389,0,0,0
6850,2,casa plurifamiliare,Non isolata,113,86,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,1,2,1,4,0,289,0,0,0
6851,2,casa plurifamiliare,Non isolata,129,96,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,5,6,0,11,0,889,0,0,0
6852,2,appartamento in edificio piccolo,Ben isolata,20,69,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,1,5,0,6,0,689,0,0,0
6853,1,appartamento in edificio medio,Ben isolata,15,72,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,4,6,1,11,0,489,0,0,0
6854,0,appartamento in edificio medio,Poco isolata,61,69,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,4,5,0,9,0,489,0,0,0
6855,0,casa plurifamiliare,Abbastanza isolata,44,109,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,2,5,0,7,0,389,0,0,0
6856,0,appartamento in edificio piccolo,Ben isolata,55,84,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,0,3,1,4,0,289,0,0,0
6857,2,appartamento in edificio piccolo,Ben isolata,35,106,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,0,6,0,6,2,689,1,0,3
6858,2,appartamento in edificio medio,Abbastanza isolata,21,84,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,0,4,1,5,0,389,0,0,0
6859,1,casa unifamiliare,Ben isolata,145,356,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,2,2,0,4,0,1089,0,0,0
6860,0,appartamento in edificio piccolo,Poco isolata,27,127,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,2,5,2,9,0,589,0,0,0
6861,1,appartamento in edificio medio,Abbastanza isolata,19,105,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,2,5,0,7,0,489,0,0,0
6862,1,casa plurifamiliare,Abbastanza isolata,10,114,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,3,0,2,5,0,689,0,0,0
6863,0,appartamento in edificio medio,Abbastanza isolata,38,102,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,5,8,0,13,0,489,0,0,0
6864,1,casa unifamiliare,Abbastanza isolata,29,186,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,6,6,0,12,0,789,0,0,0
6865,2,appartamento in edificio piccolo,Abbastanza isolata,32,116,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,2,3,0,5,0,489,0,0,0
6866,1,casa plurifamiliare,Ben isolata,13,118,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,3,5,0,8,0,1089,0,0,0
6867,2,appartamento in edificio piccolo,Abbastanza isolata,45,122,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,4,4,1,9,0,689,0,0,0
6868,0,casa plurifamiliare,Poco isolata,24,91,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,2,5,6,13,0,1089,0,0,0
6869,0,appartamento in edificio grande,Abbastanza isolata,48,86,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,4,7,1,12,0,489,0,0,0
6870,0,appartamento in edificio grande,Abbastanza isolata,48,73,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,3,8,0,11,0,389,0,0,0
6871,0,appartamento in edificio grande,Non isolata,24,119,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,0,3,2,5,0,589,0,0,0
6872,0,casa plurifamiliare,Abbastanza isolata,79,81,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,4,5,1,10,0,689,0,0,0
6873,0,appartamento in edificio grande,Ben isolata,31,67,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,3,5,1,9,0,489,0,0,0
6874,2,casa plurifamiliare,Abbastanza isolata,61,109,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,0,4,0,4,0,489,0,0,0
6875,0,casa unifamiliare,Abbastanza isolata,87,69,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,1,5,1,7,0,389,0,0,0
6876,1,appartamento in edificio medio,Abbastanza isolata,39,69,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,2,6,0,8,0,289,0,0,0
6877,3,appartamento in edificio piccolo,Poco isolata,14,62,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,1,4,0,5,2,489,7,0,9
6878,0,appartamento in edificio piccolo,Poco isolata,62,95,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,2,2,0,4,0,689,0,0,0
6879,0,appartamento in edificio piccolo,Abbastanza isolata,15,49,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,2,1,0,3,0,1089,0,0,0
6880,2,appartamento in edificio grande,Abbastanza isolata,50,42,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,5,3,0,8,0,289,0,0,0
6881,0,appartamento in edificio medio,Ben isolata,53,71,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,0,2,0,2,0,289,0,0,0
6882,0,appartamento in edificio piccolo,Poco isolata,37,117,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,3,8,1,12,0,689,4,1,5
6883,2,appartamento in edificio medio,Non isolata,48,84,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,3,4,4,11,0,1089,0,0,0
6884,2,appartamento in edificio medio,Abbastanza isolata,7,103,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,1,5,1,7,0,489,3,0,3
6885,0,casa plurifamiliare,Abbastanza isolata,48,111,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,3,4,0,7,0,289,0,0,0
6886,1,appartamento in edificio medio,Poco isolata,44,71,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,5,5,2,12,0,689,0,3,3
6887,0,appartamento in edificio piccolo,Ben isolata,23,82,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,2,3,0,5,0,589,0,0,0
6888,2,appartamento in edificio piccolo,Ben isolata,40,77,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,2,6,0,8,2,1089,3,0,5
6889,1,appartamento in edificio grande,Poco isolata,33,60,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,3,6,0,9,0,389,0,0,0
6890,0,appartamento in edificio medio,Abbastanza isolata,32,82,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,1,8,1,10,0,589,0,0,0
6891,0,appartamento in edificio medio,Ben isolata,45,84,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,0,1,2,3,0,289,0,0,0
6892,1,casa unifamiliare,Ben isolata,81,97,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,0,2,5,7,0,1089,0,0,0
6893,3,casa plurifamiliare,Abbastanza isolata,46,133,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,2,6,1,9,0,489,0,0,0
6894,2,casa unifamiliare,Poco isolata,44,120,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,3,4,0,7,3,1089,2,1,6
6895,0,casa unifamiliare,Abbastanza isolata,65,146,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,6,4,0,10,0,289,0,0,0
6896,1,casa plurifamiliare,Poco isolata,36,188,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,2,3,0,5,0,1089,0,0,0
6897,0,casa unifamiliare,Abbastanza isolata,34,101,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,3,5,3,11,0,689,0,0,0
6898,2,appartamento in edificio piccolo,Abbastanza isolata,42,42,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,0,3,1,4,0,389,0,0,0
6899,2,casa unifamiliare,Non isolata,29,118,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,4,4,3,11,0,1089,0,0,0
6900,3,appartamento in edificio grande,Ben isolata,58,70,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,0,0,0,0,0,389,0,0,0
6901,1,casa unifamiliare,Ben isolata,63,131,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,1,4,0,5,0,1089,2,0,2
6902,2,casa plurifamiliare,Non isolata,65,112,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,2,4,1,7,0,689,0,0,0
6903,0,appartamento in edificio medio,Ben isolata,32,69,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,2,4,0,6,0,689,0,0,0
6904,1,casa plurifamiliare,Abbastanza isolata,10,141,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,0,4,1,5,0,689,0,0,0
6905,1,casa plurifamiliare,Abbastanza isolata,35,139,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,2,2,0,4,0,1089,0,0,0
6906,2,casa unifamiliare,Ben isolata,44,97,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,3,4,2,9,0,889,0,0,0
6907,0,appartamento in edificio medio,Ben isolata,60,74,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,0,3,0,3,0,389,0,0,0
6908,1,casa plurifamiliare,Ben isolata,48,115,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,2,3,1,6,0,1089,0,0,0
6909,0,appartamento in edificio piccolo,Ben isolata,40,77,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,1,1,1,3,0,689,0,0,0
6910,1,casa unifamiliare,Poco isolata,90,85,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,2,7,1,10,0,589,0,0,0
6911,0,appartamento in edificio medio,Non isolata,14,82,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,0,2,0,2,0,389,0,0,0
6912,1,casa plurifamiliare,Ben isolata,130,109,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,1,5,0,6,0,1089,0,0,0
6913,2,casa plurifamiliare,Poco isolata,26,92,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,1,3,2,6,0,289,0,0,0
6914,0,appartamento in edificio piccolo,Abbastanza isolata,35,115,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,0,6,1,7,0,489,0,0,0
6915,0,casa unifamiliare,Abbastanza isolata,49,75,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,0,4,0,4,0,389,0,0,0
6916,0,casa unifamiliare,Abbastanza isolata,48,65,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,0,4,1,5,0,689,0,0,0
6917,2,appartamento in edificio piccolo,Ben isolata,56,98,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,0,0,0,0,0,789,0,0,0
6918,0,appartamento in edificio medio,Abbastanza isolata,44,87,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,3,3,0,6,0,689,0,0,0
6919,2,appartamento in edificio piccolo,Abbastanza isolata,99,108,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,1,3,2,6,0,1089,0,0,0
6920,2,casa unifamiliare,Abbastanza isolata,34,117,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,2,8,0,10,0,689,0,0,0
6921,0,casa unifamiliare,Poco isolata,51,95,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,0,2,1,3,0,289,0,0,0
6922,1,casa plurifamiliare,Poco isolata,19,97,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,1,8,1,10,0,689,0,0,0
6923,0,casa unifamiliare,Poco isolata,44,89,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,3,3,1,7,0,289,0,0,0
6924,0,casa unifamiliare,Poco isolata,131,143,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,3,5,1,9,0,389,0,0,0
6925,1,casa plurifamiliare,Abbastanza isolata,18,369,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,0,5,2,7,0,1089,0,0,0
6926,3,casa plurifamiliare,Poco isolata,17,100,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,0,4,1,5,0,789,0,0,0
6927,3,casa plurifamiliare,Poco isolata,8,112,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,3,0,3,6,0,289,0,0,0
6928,2,casa unifamiliare,Abbastanza isolata,27,95,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,0,4,0,4,0,689,0,0,0
6929,0,appartamento in edificio piccolo,Abbastanza isolata,78,65,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,0,6,0,6,0,489,0,0,0
6930,1,appartamento in edificio medio,Abbastanza isolata,113,120,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,2,3,1,6,0,589,0,0,0
6931,2,appartamento in edificio medio,Poco isolata,12,64,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,0,4,1,5,0,289,0,0,0
6932,3,casa unifamiliare,Ben isolata,59,140,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,6,6,0,12,0,1089,0,0,0
6933,0,casa unifamiliare,Ben isolata,47,110,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,4,4,0,8,0,789,0,0,0
6934,0,appartamento in edificio medio,Ben isolata,50,124,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,2,6,1,9,0,289,0,0,0
6935,1,casa unifamiliare,Poco isolata,101,237,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,0,4,2,6,0,389,0,0,0
6936,0,casa unifamiliare,Poco isolata,69,110,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,2,4,2,8,0,689,0,0,0
6937,0,appartamento in edificio piccolo,Abbastanza isolata,100,58,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,0,0,0,0,0,389,0,0,0
6938,1,casa plurifamiliare,Abbastanza isolata,12,99,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,1,8,2,11,0,689,0,0,0
6939,1,casa plurifamiliare,Poco isolata,26,123,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,2,3,3,8,0,1089,0,0,0
6940,0,appartamento in edificio piccolo,Abbastanza isolata,65,101,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,2,0,1,3,0,889,0,0,0
6941,3,casa unifamiliare,Ben isolata,28,153,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,3,0,2,5,0,889,0,0,0
6942,2,casa unifamiliare,Ben isolata,58,67,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,2,5,2,9,0,289,0,0,0
6943,3,appartamento in edificio piccolo,Non isolata,49,135,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,4,8,0,12,4,389,4,0,8
6944,0,appartamento in edificio medio,Poco isolata,46,103,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,3,6,2,11,0,389,0,0,0
6945,3,appartamento in edificio piccolo,Poco isolata,47,126,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,2,4,0,6,0,489,0,0,0
6946,0,appartamento in edificio piccolo,Poco isolata,17,82,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,3,3,0,6,0,389,0,0,0
6947,0,appartamento in edificio piccolo,Abbastanza isolata,29,83,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,0,0,0,0,0,289,0,0,0
6948,2,appartamento in edificio piccolo,Poco isolata,3,81,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,0,3,0,3,0,489,0,0,0
6949,1,appartamento in edificio piccolo,Abbastanza isolata,33,49,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,0,2,1,3,0,289,1,0,1
6950,0,casa unifamiliare,Ben isolata,50,95,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,2,2,0,4,1,389,1,2,4
6951,2,appartamento in edificio piccolo,Non isolata,55,68,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,4,5,1,10,2,489,1,0,3
6952,0,appartamento in edificio piccolo,Non isolata,44,96,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,1,1,1,3,0,389,0,0,0
6953,0,appartamento in edificio piccolo,Non isolata,48,42,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,2,7,2,11,0,789,0,0,0
6954,2,casa plurifamiliare,Ben isolata,47,118,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,1,3,1,5,0,789,0,0,0
6955,2,casa unifamiliare,Abbastanza isolata,76,102,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,0,3,0,3,0,489,0,0,0
6956,0,casa plurifamiliare,Ben isolata,49,143,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,1,2,0,3,0,889,0,0,0
6957,3,casa unifamiliare,Abbastanza isolata,63,103,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,2,6,0,8,0,389,0,0,0
6958,1,appartamento in edificio piccolo,Non isolata,27,84,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,0,0,4,4,3,789,2,4,9
6959,0,casa plurifamiliare,Ben isolata,57,123,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,0,0,0,0,0,289,0,0,0
6960,0,appartamento in edificio medio,Ben isolata,39,55,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,3,4,0,7,0,489,0,0,0
6961,1,casa unifamiliare,Abbastanza isolata,63,77,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,5,5,0,10,0,489,0,0,0
6962,2,casa unifamiliare,Ben isolata,27,148,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,2,4,1,7,0,489,0,0,0
6963,1,casa unifamiliare,Non isolata,108,104,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,1,3,1,5,0,789,0,0,0
6964,0,casa unifamiliare,Poco isolata,58,142,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,2,6,0,8,0,389,0,0,0
6965,1,appartamento in edificio medio,Non isolata,24,71,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,1,5,0,6,0,1089,0,0,0
6966,0,appartamento in edificio piccolo,Abbastanza isolata,34,70,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,2,3,2,7,2,689,2,0,4
6967,3,casa unifamiliare,Poco isolata,75,351,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,3,8,0,11,0,1089,0,0,0
6968,1,casa plurifamiliare,Poco isolata,12,264,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,1,4,2,7,0,1089,0,0,0
6969,1,appartamento in edificio medio,Abbastanza isolata,63,106,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,5,5,1,11,0,689,0,0,0
6970,2,appartamento in edificio piccolo,Poco isolata,52,70,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,3,3,0,6,0,389,0,0,0
6971,0,appartamento in edificio grande,Ben isolata,42,136,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,2,6,2,10,0,489,0,0,0
6972,0,appartamento in edificio piccolo,Ben isolata,58,114,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,5,5,0,10,0,489,0,0,0
6973,0,appartamento in edificio medio,Abbastanza isolata,48,79,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,0,5,0,5,0,289,0,0,0
6974,0,casa unifamiliare,Ben isolata,2,89,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,0,6,2,8,0,389,0,0,0
6975,0,casa unifamiliare,Non isolata,56,81,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,2,4,0,6,0,389,0,0,0
6976,3,casa unifamiliare,Poco isolata,50,118,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,0,0,0,0,0,389,0,0,0
6977,0,casa unifamiliare,Poco isolata,54,113,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,6,6,2,14,0,1089,0,0,0
6978,0,casa unifamiliare,Non isolata,80,48,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,4,6,0,10,0,1089,0,0,0
6979,3,casa unifamiliare,Poco isolata,52,63,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,2,3,8,13,0,389,3,6,9
6980,1,appartamento in edificio piccolo,Non isolata,25,96,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,3,5,0,8,0,389,0,0,0
6981,0,casa unifamiliare,Abbastanza isolata,46,101,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,2,4,0,6,0,489,0,0,0
6982,0,casa plurifamiliare,Ben isolata,118,110,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,2,4,0,6,0,389,0,0,0
6983,2,appartamento in edificio piccolo,Ben isolata,34,138,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,3,3,0,6,0,589,0,0,0
6984,0,appartamento in edificio medio,Abbastanza isolata,40,92,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,2,5,2,9,0,789,0,0,0
6985,0,appartamento in edificio piccolo,Abbastanza isolata,26,86,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,2,1,2,5,0,389,0,0,0
6986,0,casa plurifamiliare,Poco isolata,131,52,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,5,5,2,12,0,589,0,0,0
6987,0,appartamento in edificio medio,Abbastanza isolata,12,45,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,2,2,0,4,0,289,0,0,0
6988,0,casa unifamiliare,Abbastanza isolata,68,63,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,0,0,2,2,0,689,0,0,0
6989,0,appartamento in edificio piccolo,Abbastanza isolata,43,122,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,4,4,4,12,0,889,0,0,0
6990,0,casa unifamiliare,Ben isolata,28,149,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,1,3,1,5,0,1089,0,0,0
6991,0,appartamento in edificio piccolo,Abbastanza isolata,54,97,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,0,0,0,0,0,289,0,0,0
6992,0,appartamento in edificio piccolo,Abbastanza isolata,57,114,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,0,5,0,5,0,289,0,0,0
6993,1,appartamento in edificio medio,Poco isolata,57,48,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,0,4,2,6,0,689,0,0,0
6994,1,appartamento in edificio piccolo,Abbastanza isolata,42,86,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,3,2,8,13,0,1089,0,0,0
6995,0,appartamento in edificio medio,Abbastanza isolata,34,98,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,0,6,0,6,0,689,0,0,0
6996,2,appartamento in edificio piccolo,Ben isolata,51,98,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,3,6,0,9,0,589,1,3,4
6997,2,appartamento in edificio medio,Abbastanza isolata,95,41,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,0,3,0,3,0,289,0,0,0
6998,2,casa unifamiliare,Ben isolata,32,94,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,2,5,2,9,0,689,0,0,0
6999,1,appartamento in edificio medio,Abbastanza isolata,29,108,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,2,4,2,8,0,589,0,0,0
7000,0,casa unifamiliare,Poco isolata,123,136,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,0,6,1,7,0,389,0,0,0
7001,3,appartamento in edificio piccolo,Ben isolata,90,331,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,4,6,0,10,4,1089,5,0,9
7002,0,appartamento in edificio piccolo,Abbastanza isolata,62,71,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,3,5,0,8,0,289,0,0,0
7003,2,appartamento in edificio piccolo,Ben isolata,8,66,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,0,6,0,6,0,489,0,0,0
7004,3,appartamento in edificio piccolo,Abbastanza isolata,48,88,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,2,4,1,7,0,389,0,0,0
7005,3,appartamento in edificio medio,Non isolata,35,98,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,2,3,1,6,0,489,0,0,0
7006,0,appartamento in edificio piccolo,Abbastanza isolata,53,64,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,3,3,2,8,0,289,0,0,0
7007,1,appartamento in edificio piccolo,Ben isolata,63,115,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,1,3,1,5,0,389,0,0,0
7008,3,appartamento in edificio medio,Non isolata,37,74,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,2,5,2,9,0,489,0,0,0
7009,0,appartamento in edificio medio,,90,70,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,0,0,0,0,0,789,0,0,0
7010,2,appartamento in edificio medio,,44,84,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,0,0,0,0,0,289,0,0,0
7011,0,appartamento in edificio piccolo,Abbastanza isolata,4,47,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,0,5,3,8,0,689,0,0,0
7012,3,appartamento in edificio medio,Ben isolata,119,50,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,2,2,1,5,0,1089,0,0,0
7013,1,appartamento in edificio medio,Abbastanza isolata,27,112,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,0,2,1,3,0,389,0,0,0
7014,0,casa unifamiliare,Abbastanza isolata,83,89,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,3,2,1,6,0,589,0,0,0
7015,2,appartamento in edificio medio,,15,117,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,0,0,0,0,0,689,0,0,0
7016,0,appartamento in edificio medio,Abbastanza isolata,38,115,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,0,2,4,6,0,289,0,0,0
7017,0,appartamento in edificio medio,Abbastanza isolata,51,93,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,0,0,0,0,0,489,0,0,0
7018,3,appartamento in edificio piccolo,Non isolata,43,135,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,3,4,1,8,0,389,0,0,0
7019,0,casa plurifamiliare,Ben isolata,46,71,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,1,4,1,6,0,289,0,0,0
7020,0,appartamento in edificio grande,Poco isolata,31,99,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,0,3,0,3,0,489,0,0,0
7021,3,appartamento in edificio medio,Non isolata,119,104,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,2,5,0,7,0,489,0,0,0
7022,1,casa plurifamiliare,Ben isolata,9,320,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,1,4,1,6,0,789,1,1,2
7023,0,casa plurifamiliare,Non isolata,53,79,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,1,1,1,3,0,289,0,0,0
7024,0,appartamento in edificio piccolo,Poco isolata,27,68,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,0,4,0,4,0,389,0,0,0
7025,1,appartamento in edificio medio,Ben isolata,25,96,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,2,6,0,8,0,389,0,0,0
7026,0,appartamento in edificio medio,Poco isolata,40,109,Toscana,11.26,43.77,Centrale,33.5,45,0,1821,5,8,0,13,0,489,0,0,0
