,segment,abitazione,isolamento,age,area,regione,longitude,latitude,ripartizione,temperatura_estiva,umidita_estiva,temperatura_invernale,degree_days,riscaldament_fascia_A,riscaldament_fascia_B,riscaldament_fascia_C,riscaldament,raffrescament_fascia_A,elettricita,raffrescament_fascia_B,raffrescament_fascia_C,raffrescament
2781,2,appartamento in edificio grande,Poco isolata,41,116,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,4,8,1,13,0,389,0,0,0
2782,0,casa plurifamiliare,Ben isolata,121,64,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,4,8,0,12,0,389,0,0,0
2783,1,casa plurifamiliare,Abbastanza isolata,2,78,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,1,6,2,9,0,589,0,0,0
2784,2,casa unifamiliare,Abbastanza isolata,99,124,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,3,5,2,10,0,389,0,0,0
2785,2,appartamento in edificio medio,Ben isolata,2,50,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,1,1,1,3,0,789,0,0,0
2786,0,casa unifamiliare,Poco isolata,44,86,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,4,6,0,10,0,789,0,0,0
2787,0,appartamento in edificio piccolo,Ben isolata,32,64,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,2,7,1,10,0,289,0,0,0
2788,0,casa unifamiliare,Poco isolata,41,134,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,2,3,1,6,0,689,0,0,0
2789,1,appartamento in edificio piccolo,Abbastanza isolata,11,76,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,2,2,0,4,0,389,0,0,0
2790,1,casa unifamiliare,Abbastanza isolata,14,313,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,4,4,0,8,0,1089,0,0,0
2791,2,casa plurifamiliare,Ben isolata,37,96,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,0,4,0,4,0,1089,0,0,0
2792,1,casa unifamiliare,Non isolata,27,93,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,0,6,2,8,0,1089,0,0,0
2793,1,casa plurifamiliare,Abbastanza isolata,118,85,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,1,3,2,6,0,789,0,0,0
2794,1,casa plurifamiliare,Abbastanza isolata,29,381,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,3,4,0,7,0,489,0,0,0
2795,2,appartamento in edificio piccolo,Abbastanza isolata,47,68,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,2,3,0,5,0,289,0,0,0
2796,0,casa plurifamiliare,Abbastanza isolata,20,189,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,4,4,0,8,0,1089,0,0,0
2797,1,casa plurifamiliare,Ben isolata,19,271,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,0,3,2,5,0,489,0,2,2
2798,1,casa unifamiliare,Poco isolata,35,98,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,4,5,2,11,0,889,0,0,0
2799,1,casa plurifamiliare,Abbastanza isolata,23,172,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,4,4,0,8,0,689,0,5,5
2800,0,appartamento in edificio grande,Poco isolata,41,76,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,5,8,0,13,0,489,0,0,0
2801,1,appartamento in edificio piccolo,Abbastanza isolata,26,84,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,2,4,1,7,0,689,0,0,0
2802,0,casa unifamiliare,Ben isolata,41,134,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,2,2,0,4,0,689,0,0,0
2803,1,casa unifamiliare,Ben isolata,34,195,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,3,3,0,6,0,489,0,0,0
2804,1,casa unifamiliare,Abbastanza isolata,34,78,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,3,3,0,6,0,1089,0,0,0
2805,1,casa plurifamiliare,Ben isolata,42,116,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,3,6,0,9,0,489,0,0,0
2806,0,appartamento in edificio piccolo,Poco isolata,36,71,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,4,4,0,8,0,389,0,0,0
2807,0,casa unifamiliare,Ben isolata,53,84,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,5,8,0,13,0,289,0,0,0
2808,2,appartamento in edificio piccolo,Ben isolata,6,81,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,3,4,0,7,0,389,0,0,0
2809,2,casa plurifamiliare,Abbastanza isolata,34,146,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,1,1,1,3,0,389,0,0,0
2810,2,appartamento in edificio piccolo,Abbastanza isolata,38,112,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,3,3,0,6,0,389,0,0,0
2811,2,casa unifamiliare,Abbastanza isolata,123,113,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,0,0,0,0,0,489,0,0,0
2812,1,casa plurifamiliare,Abbastanza isolata,22,117,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,3,8,0,11,0,889,0,0,0
2813,0,casa unifamiliare,Poco isolata,75,147,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,4,4,0,8,0,1089,0,0,0
2814,1,casa plurifamiliare,Abbastanza isolata,25,123,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,6,8,0,14,0,589,5,2,7
2815,0,appartamento in edificio medio,Abbastanza isolata,1,65,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,7,7,0,14,0,389,3,0,3
2816,2,appartamento in edificio piccolo,Ben isolata,42,80,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,0,8,0,8,0,489,0,5,5
2817,1,casa plurifamiliare,Poco isolata,56,345,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,0,0,2,2,0,1089,0,0,0
2818,0,appartamento in edificio piccolo,Abbastanza isolata,32,110,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,3,4,0,7,2,489,3,0,5
2819,1,casa plurifamiliare,Abbastanza isolata,33,90,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,3,2,0,5,1,889,0,3,4
2820,1,casa unifamiliare,Abbastanza isolata,19,181,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,4,8,1,13,0,1089,6,5,11
2821,2,casa plurifamiliare,Abbastanza isolata,48,71,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,5,5,0,10,0,689,0,0,0
2822,2,casa plurifamiliare,Abbastanza isolata,126,265,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,5,5,0,10,0,489,0,0,0
2823,1,casa plurifamiliare,Abbastanza isolata,47,125,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,0,0,0,0,0,489,0,0,0
2824,1,casa unifamiliare,Ben isolata,18,141,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,4,8,0,12,0,689,0,0,0
2825,1,casa plurifamiliare,Ben isolata,43,99,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,5,8,1,14,0,489,7,0,7
2826,2,casa plurifamiliare,Abbastanza isolata,123,110,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,2,4,0,6,0,489,0,0,0
2827,0,casa plurifamiliare,Abbastanza isolata,29,101,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,6,8,2,16,0,1089,0,0,0
2828,0,appartamento in edificio medio,Abbastanza isolata,36,118,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,5,8,0,13,3,389,2,0,5
2829,1,casa unifamiliare,Ben isolata,16,116,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,5,8,0,13,0,1089,5,0,5
2830,3,casa unifamiliare,Ben isolata,87,98,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,6,5,0,11,0,489,0,0,0
2831,2,casa plurifamiliare,Abbastanza isolata,46,84,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,3,1,3,7,0,489,0,0,0
2832,0,appartamento in edificio medio,Ben isolata,31,72,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,1,5,1,7,0,689,0,0,0
2833,0,casa plurifamiliare,Abbastanza isolata,41,103,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,4,4,2,10,0,1089,0,0,0
2834,2,casa unifamiliare,Abbastanza isolata,22,88,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,3,3,0,6,0,389,0,0,0
2835,2,appartamento in edificio piccolo,Ben isolata,45,107,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,0,8,0,8,0,389,0,0,0
2836,0,appartamento in edificio piccolo,Poco isolata,37,50,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,0,8,0,8,0,689,0,0,0
2837,0,casa unifamiliare,Abbastanza isolata,119,80,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,3,8,0,11,0,489,0,0,0
2838,2,casa plurifamiliare,Ben isolata,30,108,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,3,4,0,7,0,1089,0,0,0
2839,0,casa unifamiliare,Abbastanza isolata,40,114,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,3,8,0,11,0,689,0,0,0
2840,1,appartamento in edificio piccolo,Non isolata,23,77,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,2,7,0,9,0,689,0,0,0
2841,0,casa unifamiliare,Abbastanza isolata,139,70,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,3,6,4,13,0,389,0,0,0
2842,1,casa plurifamiliare,Ben isolata,4,136,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,3,4,1,8,0,1089,0,0,0
2843,0,appartamento in edificio piccolo,Abbastanza isolata,58,86,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,6,8,0,14,0,289,0,0,0
2844,2,appartamento in edificio piccolo,Ben isolata,21,75,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,2,3,0,5,0,289,0,0,0
2845,0,casa unifamiliare,Abbastanza isolata,92,110,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,2,8,1,11,0,789,0,0,0
2846,3,casa plurifamiliare,Abbastanza isolata,33,222,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,4,4,3,11,0,589,0,1,1
2847,0,casa unifamiliare,Ben isolata,19,384,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,4,8,0,12,0,889,0,2,2
2848,1,appartamento in edificio medio,Abbastanza isolata,19,97,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,3,4,2,9,0,289,0,0,0
2849,2,casa unifamiliare,Ben isolata,40,109,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,3,8,0,11,0,589,0,0,0
2850,0,casa unifamiliare,Ben isolata,106,365,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,6,8,0,14,0,389,0,0,0
2851,0,appartamento in edificio piccolo,Abbastanza isolata,32,117,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,6,8,2,16,0,589,4,0,4
2852,1,casa unifamiliare,Ben isolata,84,138,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,4,4,2,10,0,689,0,0,0
2853,3,casa unifamiliare,Ben isolata,42,121,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,5,6,1,12,0,889,0,0,0
2854,3,casa plurifamiliare,Abbastanza isolata,100,218,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,4,3,3,10,0,889,0,0,0
2855,2,appartamento in edificio medio,Ben isolata,20,103,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,1,2,2,5,0,289,0,0,0
2856,0,casa plurifamiliare,Ben isolata,20,90,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,3,3,2,8,0,389,0,0,0
2857,0,casa plurifamiliare,Ben isolata,60,83,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,2,3,0,5,0,489,0,0,0
2858,1,casa plurifamiliare,Ben isolata,8,352,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,1,1,1,3,0,889,0,0,0
2859,2,casa plurifamiliare,Poco isolata,52,111,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,8,2,2,12,0,389,0,0,0
2860,0,casa unifamiliare,Abbastanza isolata,34,292,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,5,4,1,10,0,689,0,0,0
2861,0,appartamento in edificio medio,Abbastanza isolata,30,71,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,2,3,0,5,0,289,0,0,0
2862,2,casa unifamiliare,Abbastanza isolata,28,276,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,2,8,8,18,0,1089,0,0,0
2863,0,casa plurifamiliare,Ben isolata,40,117,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,2,7,0,9,0,389,0,0,0
2864,1,casa unifamiliare,Ben isolata,81,395,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,2,3,3,8,0,1089,0,0,0
2865,0,casa unifamiliare,Ben isolata,13,109,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,2,6,0,8,0,589,0,0,0
2866,0,casa unifamiliare,Abbastanza isolata,110,246,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,8,6,8,22,0,1089,0,0,0
2867,2,casa unifamiliare,Poco isolata,26,92,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,4,7,0,11,0,1089,0,0,0
2868,0,casa unifamiliare,Abbastanza isolata,62,116,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,3,3,1,7,0,789,2,2,4
2869,2,casa plurifamiliare,Non isolata,41,96,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,2,5,2,9,0,889,0,0,0
2870,3,casa unifamiliare,Abbastanza isolata,40,371,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,8,8,0,16,0,489,0,0,0
2871,1,appartamento in edificio piccolo,Ben isolata,39,61,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,6,2,0,8,0,789,0,0,0
2872,2,appartamento in edificio piccolo,Abbastanza isolata,149,90,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,2,2,1,5,0,689,0,0,0
2873,2,appartamento in edificio piccolo,Ben isolata,99,63,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,0,5,0,5,0,689,0,0,0
2874,1,casa unifamiliare,Abbastanza isolata,14,102,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,4,5,2,11,0,889,4,0,4
2875,0,casa unifamiliare,Abbastanza isolata,43,96,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,3,4,0,7,0,689,0,2,2
2876,0,casa unifamiliare,Ben isolata,23,141,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,8,4,0,12,0,589,0,0,0
2877,1,casa plurifamiliare,Ben isolata,31,115,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,0,4,2,6,0,1089,0,0,0
2878,0,casa plurifamiliare,Abbastanza isolata,48,361,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,3,0,0,3,0,589,0,0,0
2879,1,appartamento in edificio piccolo,Ben isolata,43,100,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,4,4,1,9,0,589,0,0,0
2880,3,casa unifamiliare,Abbastanza isolata,39,126,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,6,8,0,14,3,789,4,4,11
2881,1,casa unifamiliare,Ben isolata,51,123,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,3,5,0,8,0,789,0,5,5
2882,0,appartamento in edificio piccolo,Abbastanza isolata,44,94,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,6,3,0,9,0,289,0,0,0
2883,2,casa unifamiliare,Abbastanza isolata,106,88,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,6,8,1,15,0,589,0,0,0
2884,2,casa unifamiliare,Abbastanza isolata,41,105,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,4,8,1,13,0,789,8,1,9
2885,1,casa plurifamiliare,Ben isolata,24,124,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,1,3,1,5,0,789,0,0,0
2886,0,casa plurifamiliare,Ben isolata,0,74,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,4,4,1,9,0,689,0,0,0
2887,0,casa unifamiliare,Abbastanza isolata,40,90,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,4,5,0,9,0,1089,2,0,2
2888,2,casa unifamiliare,Poco isolata,34,400,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,5,5,2,12,0,589,0,0,0
2889,0,casa unifamiliare,Non isolata,108,260,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,5,5,0,10,0,889,0,0,0
2890,0,appartamento in edificio piccolo,Abbastanza isolata,25,80,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,2,2,0,4,0,289,0,0,0
2891,2,casa unifamiliare,Abbastanza isolata,47,102,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,3,3,0,6,0,1089,0,0,0
2892,3,appartamento in edificio piccolo,Abbastanza isolata,34,212,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,3,5,2,10,0,789,2,2,4
2893,2,appartamento in edificio piccolo,Non isolata,40,61,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,5,3,2,10,0,289,5,0,5
2894,2,casa plurifamiliare,Ben isolata,5,49,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,0,4,0,4,0,789,0,0,0
2895,2,casa unifamiliare,Ben isolata,17,94,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,4,4,0,8,0,689,2,0,2
2896,2,casa plurifamiliare,Poco isolata,26,237,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,1,7,0,8,0,589,4,2,6
2897,1,casa unifamiliare,Abbastanza isolata,18,92,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,3,5,3,11,0,689,3,2,5
2898,2,casa unifamiliare,Abbastanza isolata,90,122,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,2,2,3,7,0,789,0,0,0
2899,0,appartamento in edificio medio,Ben isolata,42,90,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,4,8,0,12,0,389,0,0,0
2900,1,casa unifamiliare,Poco isolata,111,164,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,0,0,0,0,0,1089,0,0,0
2901,2,casa plurifamiliare,Abbastanza isolata,144,121,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,2,4,0,6,0,1089,0,0,0
2902,0,casa unifamiliare,Ben isolata,40,351,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,6,7,0,13,5,1089,8,0,13
2903,1,casa plurifamiliare,Ben isolata,20,129,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,2,8,1,11,1,1089,1,2,4
2904,3,casa unifamiliare,Abbastanza isolata,48,135,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,5,5,0,10,0,1089,0,0,0
2905,2,casa unifamiliare,Abbastanza isolata,55,353,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,2,2,0,4,0,389,0,0,0
2906,3,appartamento in edificio piccolo,Poco isolata,47,75,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,6,5,1,12,0,389,0,0,0
2907,1,casa unifamiliare,Poco isolata,105,95,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,5,8,3,16,0,1089,1,2,3
2908,1,casa unifamiliare,Non isolata,24,123,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,0,8,3,11,0,1089,0,0,0
2909,0,casa unifamiliare,Abbastanza isolata,35,136,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,5,4,0,9,0,689,0,0,0
2910,0,casa unifamiliare,Abbastanza isolata,103,270,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,6,8,4,18,0,389,0,0,0
2911,2,casa unifamiliare,Ben isolata,42,91,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,8,8,0,16,0,889,0,0,0
2912,1,casa unifamiliare,Non isolata,67,84,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,3,4,0,7,0,589,0,0,0
2913,1,casa plurifamiliare,Abbastanza isolata,24,122,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,1,5,0,6,0,1089,5,0,5
2914,0,casa unifamiliare,Non isolata,71,137,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,0,0,0,0,0,589,0,0,0
2915,0,casa unifamiliare,Poco isolata,2,90,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,2,2,1,5,0,689,0,0,0
2916,1,appartamento in edificio medio,Ben isolata,10,62,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,1,3,0,4,0,1089,0,0,0
2917,1,casa plurifamiliare,Abbastanza isolata,47,117,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,2,6,2,10,0,689,0,5,5
2918,2,appartamento in edificio medio,Abbastanza isolata,41,80,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,3,5,0,8,0,289,0,0,0
2919,0,appartamento in edificio piccolo,Abbastanza isolata,46,91,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,2,3,0,5,0,489,0,0,0
2920,0,casa unifamiliare,Poco isolata,41,129,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,2,6,3,11,2,1089,8,2,12
2921,3,casa unifamiliare,Ben isolata,22,215,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,0,3,1,4,0,389,0,0,0
2922,0,casa unifamiliare,Abbastanza isolata,73,87,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,5,8,1,14,0,689,0,0,0
2923,1,casa unifamiliare,Abbastanza isolata,34,377,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,5,5,1,11,0,689,2,0,2
2924,2,casa plurifamiliare,Abbastanza isolata,25,144,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,5,5,2,12,0,1089,0,0,0
2925,1,casa unifamiliare,Abbastanza isolata,52,177,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,8,8,1,17,0,889,0,0,0
2926,0,casa unifamiliare,Ben isolata,26,107,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,6,6,0,12,0,1089,0,0,0
2927,2,casa plurifamiliare,Ben isolata,57,256,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,8,8,2,18,0,789,0,0,0
2928,0,casa plurifamiliare,Ben isolata,9,66,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,6,8,0,14,0,589,0,0,0
2929,0,casa unifamiliare,Abbastanza isolata,120,94,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,3,3,1,7,0,689,0,2,2
2930,0,appartamento in edificio medio,Non isolata,2,117,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,2,4,2,8,0,389,0,0,0
2931,0,casa unifamiliare,Abbastanza isolata,89,108,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,3,4,0,7,0,589,0,0,0
2932,0,casa unifamiliare,Ben isolata,63,66,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,0,0,0,0,0,1089,0,0,0
2933,2,casa unifamiliare,Abbastanza isolata,58,81,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,2,3,1,6,0,489,0,4,4
2934,1,casa unifamiliare,Ben isolata,43,92,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,0,5,0,5,0,889,0,0,0
2935,2,casa unifamiliare,Ben isolata,42,115,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,6,8,2,16,0,289,2,8,10
2936,2,casa unifamiliare,Ben isolata,10,119,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,0,1,3,4,0,489,0,0,0
2937,2,appartamento in edificio piccolo,Abbastanza isolata,15,104,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,1,3,0,4,0,389,0,0,0
2938,0,casa unifamiliare,Abbastanza isolata,27,110,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,2,2,1,5,0,489,1,1,2
2939,0,appartamento in edificio piccolo,Abbastanza isolata,60,66,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,4,2,0,6,0,1089,0,0,0
2940,1,casa plurifamiliare,Ben isolata,9,141,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,4,4,1,9,0,1089,0,0,0
2941,2,casa plurifamiliare,Ben isolata,32,104,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,2,8,1,11,0,489,0,0,0
2942,0,casa plurifamiliare,Poco isolata,45,85,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,6,8,0,14,0,289,0,0,0
2943,2,casa plurifamiliare,Abbastanza isolata,18,131,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,0,3,1,4,0,489,0,0,0
2944,1,casa unifamiliare,Ben isolata,27,102,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,2,6,0,8,0,889,0,0,0
2945,2,casa unifamiliare,Abbastanza isolata,24,119,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,3,3,0,6,0,389,0,0,0
2946,2,casa plurifamiliare,Ben isolata,36,102,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,1,1,1,3,0,589,0,0,0
2947,2,appartamento in edificio medio,Ben isolata,2,70,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,0,2,0,2,0,489,0,0,0
2948,2,casa unifamiliare,Ben isolata,14,79,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,2,4,1,7,0,489,0,0,0
2949,1,casa unifamiliare,Abbastanza isolata,21,123,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,3,3,1,7,0,589,0,6,6
2950,3,casa unifamiliare,Abbastanza isolata,86,208,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,0,0,7,7,0,1089,3,8,11
2951,2,appartamento in edificio piccolo,Non isolata,35,74,Lombardia,8.95,45.35,Nord_Ovest,32.0,48,-5,2404,6,8,0,14,1,589,3,0,4
