,segment,abitazione,isolamento,age,area,regione,longitude,latitude,ripartizione,temperatura_estiva,umidita_estiva,temperatura_invernale,degree_days,riscaldament_fascia_A,riscaldament_fascia_B,riscaldament_fascia_C,riscaldament,raffrescament_fascia_A,elettricita,raffrescament_fascia_B,raffrescament_fascia_C,raffrescament,ripart_t,segment_i,seg_cas,isolamento_intercept,seg_rip,ripart_intercept,locationAbition,new_group_e,new_group_r
14268,1,casa unifamiliare,Abbastanza isolata,41,298,Calabria,16.58,38.9,Sud e Isole,33.0,40,-2,1328,2,1,2,5,0,2465.0947,0,0,0,non_nord_est,secondo,SC5,isI0,SR0,Sud e Isole,Sud e Isole-casa unifamiliare-1,HSDR_group75,Zero
14269,0,casa unifamiliare,Abbastanza isolata,20,105,Calabria,16.58,38.9,Sud e Isole,33.0,40,-2,1328,4,6,0,10,0,1769.4204,0,0,0,non_nord_est,primo,SC0,isI0,SR0,Sud e Isole,Sud e Isole-casa unifamiliare-0,HSDR_group73,Zero
14270,3,casa unifamiliare,Ben isolata,8,391,Calabria,16.58,38.9,Sud e Isole,33.0,40,-2,1328,2,1,2,5,0,2668.3056,0,0,0,non_nord_est,primo,SC0,isI0,SR0,Sud e Isole,Sud e Isole-casa unifamiliare-3,HSDR_group52,Zero
14271,0,appartamento in edificio piccolo,Poco isolata,21,113,Calabria,16.58,38.9,Sud e Isole,33.0,40,-2,1328,0,4,0,4,0,8692.237700000001,3,2,5,non_nord_est,primo,SC3,isI1,SR0,Sud e Isole,Sud e Isole-appartamento in edificio piccolo-0,HSDR_group73,Zero
14272,1,appartamento in edificio medio,Abbastanza isolata,30,134,Calabria,16.58,38.9,Sud e Isole,33.0,40,-2,1328,0,3,0,3,2,2396.9713,4,0,6,non_nord_est,secondo,SC0,isI0,SR0,Sud e Isole,Sud e Isole-appartamento in edificio medio-1,HSDR_group52,Zero
14273,1,casa unifamiliare,Poco isolata,26,140,Calabria,16.58,38.9,Sud e Isole,33.0,40,-2,1328,7,8,1,16,0,1880.1784,0,0,0,non_nord_est,secondo,SC5,isI1,SR0,Sud e Isole,Sud e Isole-casa unifamiliare-1,HSDR_group75,Zero
14274,2,casa unifamiliare,Poco isolata,31,110,Calabria,16.58,38.9,Sud e Isole,33.0,40,-2,1328,0,6,1,7,0,1550.1765,0,0,0,non_nord_est,primo,SC0,isI1,SR0,Sud e Isole,Sud e Isole-casa unifamiliare-2,HSDR_group64,Zero
14275,1,appartamento in edificio piccolo,Ben isolata,36,96,Calabria,16.58,38.9,Sud e Isole,33.0,40,-2,1328,2,3,0,5,0,2390.3576,0,0,0,non_nord_est,secondo,SC0,isI0,SR0,Sud e Isole,Sud e Isole-appartamento in edificio piccolo-1,HSDR_group75,Zero
14276,3,casa unifamiliare,Abbastanza isolata,33,76,Calabria,16.58,38.9,Sud e Isole,33.0,40,-2,1328,4,8,1,13,0,1753.8424,0,0,0,non_nord_est,primo,SC0,isI0,SR0,Sud e Isole,Sud e Isole-casa unifamiliare-3,HSDR_group52,Zero
14277,0,casa unifamiliare,Ben isolata,148,74,Calabria,16.58,38.9,Sud e Isole,33.0,40,-2,1328,0,0,0,0,0,1552.1321999999998,0,0,0,non_nord_est,primo,SC0,isI0,SR0,Sud e Isole,Sud e Isole-casa unifamiliare-0,HSDR_group73,Zero
14278,1,casa plurifamiliare,Ben isolata,53,84,Calabria,16.58,38.9,Sud e Isole,33.0,40,-2,1328,3,3,0,6,0,2335.7107,0,0,0,non_nord_est,secondo,SC0,isI0,SR0,Sud e Isole,Sud e Isole-casa plurifamiliare-1,HSDR_group75,Zero
14279,3,appartamento in edificio medio,Poco isolata,43,113,Calabria,16.58,38.9,Sud e Isole,33.0,40,-2,1328,0,3,2,5,0,5999.17,0,0,0,non_nord_est,primo,SC0,isI1,SR0,Sud e Isole,Sud e Isole-appartamento in edificio medio-3,HSDR_group64,Zero
14280,1,appartamento in edificio piccolo,Poco isolata,42,110,Calabria,16.58,38.9,Sud e Isole,33.0,40,-2,1328,0,0,0,0,0,2764.8531,0,0,0,non_nord_est,secondo,SC0,isI1,SR0,Sud e Isole,Sud e Isole-appartamento in edificio piccolo-1,HSDR_group75,Zero
14281,3,casa unifamiliare,Poco isolata,23,67,Calabria,16.58,38.9,Sud e Isole,33.0,40,-2,1328,6,8,2,16,0,2266.0978,0,0,0,non_nord_est,primo,SC0,isI1,SR0,Sud e Isole,Sud e Isole-casa unifamiliare-3,HSDR_group52,Zero
14282,1,appartamento in edificio piccolo,Ben isolata,43,105,Calabria,16.58,38.9,Sud e Isole,33.0,40,-2,1328,0,3,0,3,0,2175.1554,0,0,0,non_nord_est,secondo,SC0,isI0,SR0,Sud e Isole,Sud e Isole-appartamento in edificio piccolo-1,HSDR_group75,Zero
14283,0,casa unifamiliare,Ben isolata,25,274,Calabria,16.58,38.9,Sud e Isole,33.0,40,-2,1328,0,8,0,8,0,1277.2536,5,2,7,non_nord_est,primo,SC0,isI0,SR0,Sud e Isole,Sud e Isole-casa unifamiliare-0,HSDR_group73,Zero
14284,3,casa plurifamiliare,Abbastanza isolata,35,373,Calabria,16.58,38.9,Sud e Isole,33.0,40,-2,1328,4,8,0,12,0,1743.4275,0,0,0,non_nord_est,primo,SC0,isI0,SR0,Sud e Isole,Sud e Isole-casa plurifamiliare-3,HSDR_group75,Zero
14285,0,appartamento in edificio medio,Poco isolata,53,97,Calabria,16.58,38.9,Sud e Isole,33.0,40,-2,1328,0,4,1,5,0,892.7992,0,0,0,non_nord_est,primo,SC1,isI1,SR0,Sud e Isole,Sud e Isole-appartamento in edificio medio-0,HSDR_group73,Zero
14286,0,casa unifamiliare,Ben isolata,54,89,Calabria,16.58,38.9,Sud e Isole,33.0,40,-2,1328,0,0,0,0,2,1823.048,2,2,6,non_nord_est,primo,SC0,isI0,SR0,Sud e Isole,Sud e Isole-casa unifamiliare-0,HSDR_group73,Zero
14287,1,casa unifamiliare,Abbastanza isolata,48,113,Calabria,16.58,38.9,Sud e Isole,33.0,40,-2,1328,0,5,0,5,0,1469.7448000000002,0,0,0,non_nord_est,secondo,SC5,isI0,SR0,Sud e Isole,Sud e Isole-casa unifamiliare-1,HSDR_group75,Zero
14288,0,casa unifamiliare,Ben isolata,40,98,Calabria,16.58,38.9,Sud e Isole,33.0,40,-2,1328,2,2,0,4,0,756.8992000000001,0,0,0,non_nord_est,primo,SC0,isI0,SR0,Sud e Isole,Sud e Isole-casa unifamiliare-0,HSDR_group73,Zero
14289,1,casa unifamiliare,Ben isolata,21,351,Calabria,16.58,38.9,Sud e Isole,33.0,40,-2,1328,0,4,2,6,0,2713.7604,0,0,0,non_nord_est,secondo,SC5,isI0,SR0,Sud e Isole,Sud e Isole-casa unifamiliare-1,HSDR_group75,Zero
14290,1,appartamento in edificio grande,Abbastanza isolata,34,137,Calabria,16.58,38.9,Sud e Isole,33.0,40,-2,1328,2,4,0,6,0,2890.416,0,0,0,non_nord_est,secondo,SC0,isI0,SR0,Sud e Isole,Sud e Isole-appartamento in edificio grande-1,HSDR_group52,Zero
14291,0,appartamento in edificio piccolo,Abbastanza isolata,53,89,Calabria,16.58,38.9,Sud e Isole,33.0,40,-2,1328,2,4,0,6,0,1519.7888,0,0,0,non_nord_est,primo,SC3,isI0,SR0,Sud e Isole,Sud e Isole-appartamento in edificio piccolo-0,HSDR_group73,Zero
14292,0,casa unifamiliare,Ben isolata,50,90,Calabria,16.58,38.9,Sud e Isole,33.0,40,-2,1328,8,8,2,18,0,1767.6707,0,0,0,non_nord_est,primo,SC0,isI0,SR0,Sud e Isole,Sud e Isole-casa unifamiliare-0,HSDR_group73,Zero
14293,1,casa plurifamiliare,Ben isolata,26,134,Calabria,16.58,38.9,Sud e Isole,33.0,40,-2,1328,2,3,2,7,2,2551.952,2,0,4,non_nord_est,secondo,SC0,isI0,SR0,Sud e Isole,Sud e Isole-casa plurifamiliare-1,HSDR_group75,Zero
14294,1,appartamento in edificio piccolo,Ben isolata,20,145,Calabria,16.58,38.9,Sud e Isole,33.0,40,-2,1328,0,8,2,10,0,2666.2024,0,0,0,non_nord_est,secondo,SC0,isI0,SR0,Sud e Isole,Sud e Isole-appartamento in edificio piccolo-1,HSDR_group75,Zero
14295,0,casa unifamiliare,Non isolata,98,122,Calabria,16.58,38.9,Sud e Isole,33.0,40,-2,1328,2,4,0,6,0,2520.532,0,0,0,non_nord_est,primo,SC0,isI1,SR0,Sud e Isole,Sud e Isole-casa unifamiliare-0,HSDR_group73,Zero
14296,1,appartamento in edificio piccolo,Ben isolata,41,134,Calabria,16.58,38.9,Sud e Isole,33.0,40,-2,1328,1,8,0,9,0,1303.984,0,0,0,non_nord_est,secondo,SC0,isI0,SR0,Sud e Isole,Sud e Isole-appartamento in edificio piccolo-1,HSDR_group75,Zero
14297,1,casa unifamiliare,Abbastanza isolata,40,304,Calabria,16.58,38.9,Sud e Isole,33.0,40,-2,1328,5,8,1,14,0,3223.476,3,3,6,non_nord_est,secondo,SC5,isI0,SR0,Sud e Isole,Sud e Isole-casa unifamiliare-1,HSDR_group75,Zero
14298,0,appartamento in edificio piccolo,Abbastanza isolata,36,77,Calabria,16.58,38.9,Sud e Isole,33.0,40,-2,1328,1,1,2,4,0,1074.1136,2,1,3,non_nord_est,primo,SC3,isI0,SR0,Sud e Isole,Sud e Isole-appartamento in edificio piccolo-0,HSDR_group73,Zero
14299,3,casa unifamiliare,Abbastanza isolata,129,242,Calabria,16.58,38.9,Sud e Isole,33.0,40,-2,1328,0,0,0,0,0,8456.5204,0,0,0,non_nord_est,primo,SC0,isI0,SR0,Sud e Isole,Sud e Isole-casa unifamiliare-3,HSDR_group52,Zero
14300,0,appartamento in edificio piccolo,Abbastanza isolata,87,20,Calabria,16.58,38.9,Sud e Isole,33.0,40,-2,1328,2,3,0,5,0,486.6184,0,0,0,non_nord_est,primo,SC3,isI0,SR0,Sud e Isole,Sud e Isole-appartamento in edificio piccolo-0,HSDR_group73,Zero
14301,1,appartamento in edificio medio,Abbastanza isolata,38,117,Calabria,16.58,38.9,Sud e Isole,33.0,40,-2,1328,0,4,0,4,0,2640.1024,0,0,0,non_nord_est,secondo,SC0,isI0,SR0,Sud e Isole,Sud e Isole-appartamento in edificio medio-1,HSDR_group52,Zero
14302,1,casa plurifamiliare,Poco isolata,34,173,Calabria,16.58,38.9,Sud e Isole,33.0,40,-2,1328,0,3,1,4,0,9166.1868,0,0,0,non_nord_est,secondo,SC0,isI1,SR0,Sud e Isole,Sud e Isole-casa plurifamiliare-1,HSDR_group75,Zero
14303,1,casa plurifamiliare,Ben isolata,111,152,Calabria,16.58,38.9,Sud e Isole,33.0,40,-2,1328,0,2,1,3,0,2503.1305,0,0,0,non_nord_est,secondo,SC0,isI0,SR0,Sud e Isole,Sud e Isole-casa plurifamiliare-1,HSDR_group75,Zero
14304,1,appartamento in edificio piccolo,Abbastanza isolata,63,101,Calabria,16.58,38.9,Sud e Isole,33.0,40,-2,1328,3,3,0,6,0,9031.5016,0,0,0,non_nord_est,secondo,SC0,isI0,SR0,Sud e Isole,Sud e Isole-appartamento in edificio piccolo-1,HSDR_group75,Zero
14305,1,casa plurifamiliare,Ben isolata,24,241,Calabria,16.58,38.9,Sud e Isole,33.0,40,-2,1328,2,2,0,4,0,1804.6512,0,0,0,non_nord_est,secondo,SC0,isI0,SR0,Sud e Isole,Sud e Isole-casa plurifamiliare-1,HSDR_group75,Zero
14306,2,appartamento in edificio piccolo,Ben isolata,25,67,Calabria,16.58,38.9,Sud e Isole,33.0,40,-2,1328,5,8,1,14,0,1901.4992,0,0,0,non_nord_est,primo,SC2,isI0,SR0,Sud e Isole,Sud e Isole-appartamento in edificio piccolo-2,HSDR_group63,Zero
14307,3,casa unifamiliare,Ben isolata,59,119,Calabria,16.58,38.9,Sud e Isole,33.0,40,-2,1328,2,6,2,10,0,1723.6184,0,0,0,non_nord_est,primo,SC0,isI0,SR0,Sud e Isole,Sud e Isole-casa unifamiliare-3,HSDR_group52,Zero
14308,2,casa unifamiliare,Poco isolata,45,109,Calabria,16.58,38.9,Sud e Isole,33.0,40,-2,1328,0,4,0,4,0,1708.2405,0,0,0,non_nord_est,primo,SC0,isI1,SR0,Sud e Isole,Sud e Isole-casa unifamiliare-2,HSDR_group64,Zero
14309,2,appartamento in edificio piccolo,Abbastanza isolata,51,64,Calabria,16.58,38.9,Sud e Isole,33.0,40,-2,1328,0,0,2,2,0,1641.2904,0,0,0,non_nord_est,primo,SC2,isI0,SR0,Sud e Isole,Sud e Isole-appartamento in edificio piccolo-2,HSDR_group63,Zero
14310,0,appartamento in edificio piccolo,Abbastanza isolata,30,91,Calabria,16.58,38.9,Sud e Isole,33.0,40,-2,1328,0,4,2,6,0,1585.8179,0,0,0,non_nord_est,primo,SC3,isI0,SR0,Sud e Isole,Sud e Isole-appartamento in edificio piccolo-0,HSDR_group73,Zero
14311,2,casa unifamiliare,Ben isolata,10,89,Calabria,16.58,38.9,Sud e Isole,33.0,40,-2,1328,4,8,0,12,0,2021.0702,0,0,0,non_nord_est,primo,SC0,isI0,SR0,Sud e Isole,Sud e Isole-casa unifamiliare-2,HSDR_group64,Zero
14312,1,appartamento in edificio piccolo,Poco isolata,51,76,Calabria,16.58,38.9,Sud e Isole,33.0,40,-2,1328,7,8,6,21,0,1766.7684000000002,0,0,0,non_nord_est,secondo,SC0,isI1,SR0,Sud e Isole,Sud e Isole-appartamento in edificio piccolo-1,HSDR_group75,Zero
14313,1,casa unifamiliare,Abbastanza isolata,10,125,Calabria,16.58,38.9,Sud e Isole,33.0,40,-2,1328,3,6,0,9,0,2813.932,0,0,0,non_nord_est,secondo,SC5,isI0,SR0,Sud e Isole,Sud e Isole-casa unifamiliare-1,HSDR_group75,Zero
14314,1,casa unifamiliare,Poco isolata,29,126,Calabria,16.58,38.9,Sud e Isole,33.0,40,-2,1328,0,2,2,4,0,1610.7955,0,0,0,non_nord_est,secondo,SC5,isI1,SR0,Sud e Isole,Sud e Isole-casa unifamiliare-1,HSDR_group75,Zero
14315,1,casa unifamiliare,Poco isolata,111,113,Calabria,16.58,38.9,Sud e Isole,33.0,40,-2,1328,4,8,1,13,0,2352.5042,0,2,2,non_nord_est,secondo,SC5,isI1,SR0,Sud e Isole,Sud e Isole-casa unifamiliare-1,HSDR_group75,Zero
14316,2,casa unifamiliare,Abbastanza isolata,8,92,Calabria,16.58,38.9,Sud e Isole,33.0,40,-2,1328,6,8,1,15,0,2335.3756,0,0,0,non_nord_est,primo,SC0,isI0,SR0,Sud e Isole,Sud e Isole-casa unifamiliare-2,HSDR_group64,Zero
14317,3,casa unifamiliare,Poco isolata,135,71,Calabria,16.58,38.9,Sud e Isole,33.0,40,-2,1328,8,8,2,18,0,1406.9723,0,0,0,non_nord_est,primo,SC0,isI1,SR0,Sud e Isole,Sud e Isole-casa unifamiliare-3,HSDR_group52,Zero
14318,2,appartamento in edificio piccolo,Non isolata,147,103,Calabria,16.58,38.9,Sud e Isole,33.0,40,-2,1328,5,7,0,12,0,1706.9211,0,0,0,non_nord_est,primo,SC2,isI1,SR0,Sud e Isole,Sud e Isole-appartamento in edificio piccolo-2,HSDR_group63,Zero
14319,0,casa unifamiliare,Ben isolata,28,107,Calabria,16.58,38.9,Sud e Isole,33.0,40,-2,1328,1,0,0,1,0,1677.6724,0,0,0,non_nord_est,primo,SC0,isI0,SR0,Sud e Isole,Sud e Isole-casa unifamiliare-0,HSDR_group73,Zero
14320,1,appartamento in edificio piccolo,Poco isolata,23,62,Calabria,16.58,38.9,Sud e Isole,33.0,40,-2,1328,1,3,2,6,0,2380.2405000000003,0,0,0,non_nord_est,secondo,SC0,isI1,SR0,Sud e Isole,Sud e Isole-appartamento in edificio piccolo-1,HSDR_group75,Zero
14321,1,appartamento in edificio piccolo,Non isolata,141,118,Calabria,16.58,38.9,Sud e Isole,33.0,40,-2,1328,5,7,0,12,0,1097.0942,0,0,0,non_nord_est,secondo,SC0,isI1,SR0,Sud e Isole,Sud e Isole-appartamento in edificio piccolo-1,HSDR_group75,Zero
14322,1,casa unifamiliare,Poco isolata,35,64,Calabria,16.58,38.9,Sud e Isole,33.0,40,-2,1328,2,8,2,12,0,2067.7349,0,0,0,non_nord_est,secondo,SC5,isI1,SR0,Sud e Isole,Sud e Isole-casa unifamiliare-1,HSDR_group75,Zero
14323,2,casa unifamiliare,Abbastanza isolata,35,99,Calabria,16.58,38.9,Sud e Isole,33.0,40,-2,1328,3,8,0,11,0,2561.829,0,0,0,non_nord_est,primo,SC0,isI0,SR0,Sud e Isole,Sud e Isole-casa unifamiliare-2,HSDR_group64,Zero
14324,1,casa unifamiliare,Abbastanza isolata,28,338,Calabria,16.58,38.9,Sud e Isole,33.0,40,-2,1328,7,5,0,12,0,8397.6016,0,0,0,non_nord_est,secondo,SC5,isI0,SR0,Sud e Isole,Sud e Isole-casa unifamiliare-1,HSDR_group75,Zero
14325,2,casa unifamiliare,Non isolata,35,96,Calabria,16.58,38.9,Sud e Isole,33.0,40,-2,1328,0,2,1,3,0,2693.514,4,2,6,non_nord_est,primo,SC0,isI1,SR0,Sud e Isole,Sud e Isole-casa unifamiliare-2,HSDR_group64,Zero
14326,2,appartamento in edificio piccolo,Poco isolata,41,118,Calabria,16.58,38.9,Sud e Isole,33.0,40,-2,1328,8,6,8,22,0,1346.1656000000005,0,0,0,non_nord_est,primo,SC2,isI1,SR0,Sud e Isole,Sud e Isole-appartamento in edificio piccolo-2,HSDR_group63,Zero
14327,3,casa unifamiliare,Poco isolata,28,349,Calabria,16.58,38.9,Sud e Isole,33.0,40,-2,1328,2,3,1,6,0,2319.8,1,3,4,non_nord_est,primo,SC0,isI1,SR0,Sud e Isole,Sud e Isole-casa unifamiliare-3,HSDR_group52,Zero
14328,0,casa unifamiliare,Ben isolata,40,117,Calabria,16.58,38.9,Sud e Isole,33.0,40,-2,1328,1,1,1,3,0,3214.9768,0,0,0,non_nord_est,primo,SC0,isI0,SR0,Sud e Isole,Sud e Isole-casa unifamiliare-0,HSDR_group73,Zero
14329,1,casa plurifamiliare,Poco isolata,16,68,Calabria,16.58,38.9,Sud e Isole,33.0,40,-2,1328,3,7,0,10,0,1350.5576,0,0,0,non_nord_est,secondo,SC0,isI1,SR0,Sud e Isole,Sud e Isole-casa plurifamiliare-1,HSDR_group75,Zero
14330,1,casa unifamiliare,Poco isolata,36,326,Calabria,16.58,38.9,Sud e Isole,33.0,40,-2,1328,0,6,2,8,0,2167.9416,0,0,0,non_nord_est,secondo,SC5,isI1,SR0,Sud e Isole,Sud e Isole-casa unifamiliare-1,HSDR_group75,Zero
14331,0,casa unifamiliare,Abbastanza isolata,34,68,Calabria,16.58,38.9,Sud e Isole,33.0,40,-2,1328,0,5,0,5,0,1366.2634,0,0,0,non_nord_est,primo,SC0,isI0,SR0,Sud e Isole,Sud e Isole-casa unifamiliare-0,HSDR_group73,Zero
14332,0,appartamento in edificio piccolo,Abbastanza isolata,37,103,Calabria,16.58,38.9,Sud e Isole,33.0,40,-2,1328,6,2,0,8,0,1130.7192,0,0,0,non_nord_est,primo,SC3,isI0,SR0,Sud e Isole,Sud e Isole-appartamento in edificio piccolo-0,HSDR_group73,Zero
14333,1,casa plurifamiliare,Abbastanza isolata,41,132,Calabria,16.58,38.9,Sud e Isole,33.0,40,-2,1328,7,8,0,15,0,2640.7336,0,0,0,non_nord_est,secondo,SC0,isI0,SR0,Sud e Isole,Sud e Isole-casa plurifamiliare-1,HSDR_group75,Zero
14334,2,casa unifamiliare,Abbastanza isolata,41,112,Calabria,16.58,38.9,Sud e Isole,33.0,40,-2,1328,5,8,2,15,0,1907.2324,0,0,0,non_nord_est,primo,SC0,isI0,SR0,Sud e Isole,Sud e Isole-casa unifamiliare-2,HSDR_group64,Zero
14335,1,appartamento in edificio piccolo,Ben isolata,28,96,Calabria,16.58,38.9,Sud e Isole,33.0,40,-2,1328,0,4,2,6,0,2116.6256,0,0,0,non_nord_est,secondo,SC0,isI0,SR0,Sud e Isole,Sud e Isole-appartamento in edificio piccolo-1,HSDR_group75,Zero
14336,0,casa unifamiliare,Ben isolata,36,109,Calabria,16.58,38.9,Sud e Isole,33.0,40,-2,1328,4,8,0,12,0,1873.5402,0,0,0,non_nord_est,primo,SC0,isI0,SR0,Sud e Isole,Sud e Isole-casa unifamiliare-0,HSDR_group73,Zero
14337,1,appartamento in edificio piccolo,Abbastanza isolata,22,102,Calabria,16.58,38.9,Sud e Isole,33.0,40,-2,1328,3,5,0,8,0,2610.1736,0,0,0,non_nord_est,secondo,SC0,isI0,SR0,Sud e Isole,Sud e Isole-appartamento in edificio piccolo-1,HSDR_group75,Zero
14338,1,casa plurifamiliare,Abbastanza isolata,17,387,Calabria,16.58,38.9,Sud e Isole,33.0,40,-2,1328,2,5,1,8,0,1856.2928,0,0,0,non_nord_est,secondo,SC0,isI0,SR0,Sud e Isole,Sud e Isole-casa plurifamiliare-1,HSDR_group75,Zero
14339,1,appartamento in edificio piccolo,Abbastanza isolata,40,102,Calabria,16.58,38.9,Sud e Isole,33.0,40,-2,1328,6,0,0,6,0,2560.6656,0,0,0,non_nord_est,secondo,SC0,isI0,SR0,Sud e Isole,Sud e Isole-appartamento in edificio piccolo-1,HSDR_group75,Zero
14340,1,casa unifamiliare,Abbastanza isolata,47,316,Calabria,16.58,38.9,Sud e Isole,33.0,40,-2,1328,1,6,2,9,0,2358.7386,0,0,0,non_nord_est,secondo,SC5,isI0,SR0,Sud e Isole,Sud e Isole-casa unifamiliare-1,HSDR_group75,Zero
14341,0,appartamento in edificio piccolo,Abbastanza isolata,15,83,Calabria,16.58,38.9,Sud e Isole,33.0,40,-2,1328,6,6,0,12,0,1006.1,0,0,0,non_nord_est,primo,SC3,isI0,SR0,Sud e Isole,Sud e Isole-appartamento in edificio piccolo-0,HSDR_group73,Zero
14342,1,casa unifamiliare,Abbastanza isolata,56,75,Calabria,16.58,38.9,Sud e Isole,33.0,40,-2,1328,4,8,2,14,0,2178.2053,0,0,0,non_nord_est,secondo,SC5,isI0,SR0,Sud e Isole,Sud e Isole-casa unifamiliare-1,HSDR_group75,Zero
14343,1,casa unifamiliare,Abbastanza isolata,25,95,Calabria,16.58,38.9,Sud e Isole,33.0,40,-2,1328,4,8,0,12,0,2340.7536,0,0,0,non_nord_est,secondo,SC5,isI0,SR0,Sud e Isole,Sud e Isole-casa unifamiliare-1,HSDR_group75,Zero
14344,0,casa unifamiliare,Abbastanza isolata,35,78,Calabria,16.58,38.9,Sud e Isole,33.0,40,-2,1328,2,6,1,9,0,1624.638,0,0,0,non_nord_est,primo,SC0,isI0,SR0,Sud e Isole,Sud e Isole-casa unifamiliare-0,HSDR_group73,Zero
14345,1,appartamento in edificio piccolo,Non isolata,27,110,Calabria,16.58,38.9,Sud e Isole,33.0,40,-2,1328,5,7,2,14,0,9165.7602,0,0,0,non_nord_est,secondo,SC0,isI1,SR0,Sud e Isole,Sud e Isole-appartamento in edificio piccolo-1,HSDR_group75,Zero
14346,0,appartamento in edificio piccolo,Abbastanza isolata,27,99,Calabria,16.58,38.9,Sud e Isole,33.0,40,-2,1328,2,4,1,7,0,2020.5521,0,0,0,non_nord_est,primo,SC3,isI0,SR0,Sud e Isole,Sud e Isole-appartamento in edificio piccolo-0,HSDR_group73,Zero
14347,0,casa unifamiliare,Poco isolata,57,114,Calabria,16.58,38.9,Sud e Isole,33.0,40,-2,1328,5,5,2,12,0,1141.152,0,0,0,non_nord_est,primo,SC0,isI1,SR0,Sud e Isole,Sud e Isole-casa unifamiliare-0,HSDR_group73,Zero
14348,1,appartamento in edificio piccolo,Poco isolata,97,73,Calabria,16.58,38.9,Sud e Isole,33.0,40,-2,1328,0,7,0,7,0,2256.9264000000003,0,0,0,non_nord_est,secondo,SC0,isI1,SR0,Sud e Isole,Sud e Isole-appartamento in edificio piccolo-1,HSDR_group75,Zero
14349,1,casa unifamiliare,Poco isolata,6,76,Calabria,16.58,38.9,Sud e Isole,33.0,40,-2,1328,1,6,1,8,0,1780.6136,0,0,0,non_nord_est,secondo,SC5,isI1,SR0,Sud e Isole,Sud e Isole-casa unifamiliare-1,HSDR_group75,Zero
14350,2,casa unifamiliare,Abbastanza isolata,70,60,Calabria,16.58,38.9,Sud e Isole,33.0,40,-2,1328,1,3,2,6,1,1265.7672,0,0,1,non_nord_est,primo,SC0,isI0,SR0,Sud e Isole,Sud e Isole-casa unifamiliare-2,HSDR_group64,Zero
14351,0,casa unifamiliare,Abbastanza isolata,47,81,Calabria,16.58,38.9,Sud e Isole,33.0,40,-2,1328,7,8,2,17,3,2535.1032,3,2,8,non_nord_est,primo,SC0,isI0,SR0,Sud e Isole,Sud e Isole-casa unifamiliare-0,HSDR_group73,Zero
14352,2,casa unifamiliare,Ben isolata,51,65,Calabria,16.58,38.9,Sud e Isole,33.0,40,-2,1328,8,6,8,22,0,1266.2435,0,0,0,non_nord_est,primo,SC0,isI0,SR0,Sud e Isole,Sud e Isole-casa unifamiliare-2,HSDR_group64,Zero
14353,0,appartamento in edificio piccolo,Abbastanza isolata,30,91,Calabria,16.58,38.9,Sud e Isole,33.0,40,-2,1328,5,3,0,8,0,1252.8732,0,0,0,non_nord_est,primo,SC3,isI0,SR0,Sud e Isole,Sud e Isole-appartamento in edificio piccolo-0,HSDR_group73,Zero
14354,1,casa unifamiliare,Poco isolata,22,86,Calabria,16.58,38.9,Sud e Isole,33.0,40,-2,1328,7,8,1,16,0,2502.3932,0,0,0,non_nord_est,secondo,SC5,isI1,SR0,Sud e Isole,Sud e Isole-casa unifamiliare-1,HSDR_group75,Zero
14355,2,appartamento in edificio piccolo,Abbastanza isolata,29,173,Calabria,16.58,38.9,Sud e Isole,33.0,40,-2,1328,1,1,3,5,0,1785.284,0,0,0,non_nord_est,primo,SC2,isI0,SR0,Sud e Isole,Sud e Isole-appartamento in edificio piccolo-2,HSDR_group63,Zero
14356,0,casa unifamiliare,Ben isolata,28,299,Calabria,16.58,38.9,Sud e Isole,33.0,40,-2,1328,4,5,3,12,0,2895.1096,0,0,0,non_nord_est,primo,SC0,isI0,SR0,Sud e Isole,Sud e Isole-casa unifamiliare-0,HSDR_group73,Zero
14357,1,casa unifamiliare,Abbastanza isolata,114,136,Calabria,16.58,38.9,Sud e Isole,33.0,40,-2,1328,7,8,0,15,0,2919.057,0,0,0,non_nord_est,secondo,SC5,isI0,SR0,Sud e Isole,Sud e Isole-casa unifamiliare-1,HSDR_group75,Zero
14358,1,casa unifamiliare,Ben isolata,27,250,Calabria,16.58,38.9,Sud e Isole,33.0,40,-2,1328,2,4,2,8,0,13838.767200000002,0,0,0,non_nord_est,secondo,SC5,isI0,SR0,Sud e Isole,Sud e Isole-casa unifamiliare-1,HSDR_group75,Zero
14359,2,casa plurifamiliare,Poco isolata,39,61,Calabria,16.58,38.9,Sud e Isole,33.0,40,-2,1328,2,2,0,4,0,1087.6168000000002,0,0,0,non_nord_est,primo,SC0,isI1,SR0,Sud e Isole,Sud e Isole-casa plurifamiliare-2,HSDR_group63,Zero
14360,2,casa unifamiliare,Ben isolata,28,152,Calabria,16.58,38.9,Sud e Isole,33.0,40,-2,1328,1,1,3,5,0,1630.3632,0,0,0,non_nord_est,primo,SC0,isI0,SR0,Sud e Isole,Sud e Isole-casa unifamiliare-2,HSDR_group64,Zero
14361,3,casa unifamiliare,Ben isolata,24,147,Calabria,16.58,38.9,Sud e Isole,33.0,40,-2,1328,0,7,2,9,0,1328.6346,0,0,0,non_nord_est,primo,SC0,isI0,SR0,Sud e Isole,Sud e Isole-casa unifamiliare-3,HSDR_group52,Zero
