,segment,abitazione,isolamento,age,area,regione,longitude,latitude,ripartizione,temperatura_estiva,umidita_estiva,temperatura_invernale,degree_days,riscaldament_fascia_A,riscaldament_fascia_B,riscaldament_fascia_C,riscaldament,raffrescament_fascia_A,elettricita,raffrescament_fascia_B,raffrescament_fascia_C,raffrescament,ripart_t,segment_i,seg_cas,isolamento_intercept,seg_rip,ripart_intercept,locationAbition,new_group_e,new_group_r
0,3,appartamento in edificio medio,Abbastanza isolata,47,311,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,7,7,0,14,0,1876.7496,0,0,0,non_nord_est,primo,SC0,isI0,SR1,Nord,Nord_Ovest-appartamento in edificio medio-3,HSDR_group52,Zero
1,1,appartamento in edificio medio,Abbastanza isolata,43,91,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,4,4,0,8,0,3872.639,0,0,0,non_nord_est,secondo,SC0,isI0,SR1,Nord,Nord_Ovest-appartamento in edificio medio-1,HSDR_group52,Zero
2,0,appartamento in edificio medio,Ben isolata,1,86,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,4,8,0,12,0,7907.343999999999,0,0,0,non_nord_est,primo,SC1,isI0,SR0,Nord,Nord_Ovest-appartamento in edificio medio-0,HSDR_group63,Zero
3,0,appartamento in edificio medio,Poco isolata,125,143,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,3,4,1,8,0,1369.2738,0,0,0,non_nord_est,primo,SC1,isI1,SR0,Nord,Nord_Ovest-appartamento in edificio medio-0,HSDR_group63,Zero
4,0,appartamento in edificio piccolo,Abbastanza isolata,26,97,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,1,2,3,6,0,1713.205,0,0,0,non_nord_est,primo,SC3,isI0,SR0,Nord,Nord_Ovest-appartamento in edificio piccolo-0,HSDR_group73,Zero
5,0,appartamento in edificio piccolo,Abbastanza isolata,67,76,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,0,3,2,5,0,873.8182999999998,0,0,0,non_nord_est,primo,SC3,isI0,SR0,Nord,Nord_Ovest-appartamento in edificio piccolo-0,HSDR_group73,Zero
6,2,appartamento in edificio medio,Poco isolata,140,332,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,5,5,0,10,0,2448.8540000000003,0,0,0,non_nord_est,primo,SC2,isI1,SR0,Nord,Nord_Ovest-appartamento in edificio medio-2,HSDR_group63,Zero
7,0,appartamento in edificio medio,Poco isolata,132,148,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,3,5,0,8,1,3595.6714,5,3,9,non_nord_est,primo,SC1,isI1,SR0,Nord,Nord_Ovest-appartamento in edificio medio-0,HSDR_group63,Zero
8,3,appartamento in edificio medio,Abbastanza isolata,76,137,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,2,5,2,9,0,2798.2883,1,3,4,non_nord_est,primo,SC0,isI0,SR1,Nord,Nord_Ovest-appartamento in edificio medio-3,HSDR_group52,Zero
9,1,casa unifamiliare,Ben isolata,44,367,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,6,4,0,10,0,2738.1078,0,0,0,non_nord_est,secondo,SC5,isI0,SR1,Nord,Nord_Ovest-casa unifamiliare-1,HSDR_group75,Zero
10,3,appartamento in edificio piccolo,Ben isolata,135,149,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,5,6,0,11,0,1679.2943999999998,0,0,0,non_nord_est,primo,SC4,isI0,SR1,Nord,Nord_Ovest-appartamento in edificio piccolo-3,HSDR_group63,Zero
11,0,appartamento in edificio medio,Ben isolata,144,97,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,5,5,0,10,0,2419.4688,3,0,3,non_nord_est,primo,SC1,isI0,SR0,Nord,Nord_Ovest-appartamento in edificio medio-0,HSDR_group63,Zero
12,3,appartamento in edificio medio,Abbastanza isolata,45,90,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,5,8,1,14,0,1507.4598999999996,0,0,0,non_nord_est,primo,SC0,isI0,SR1,Nord,Nord_Ovest-appartamento in edificio medio-3,HSDR_group52,Zero
13,1,appartamento in edificio medio,Abbastanza isolata,53,104,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,2,2,1,5,0,2519.1377,0,8,8,non_nord_est,secondo,SC0,isI0,SR1,Nord,Nord_Ovest-appartamento in edificio medio-1,HSDR_group52,Zero
14,0,appartamento in edificio piccolo,Ben isolata,63,151,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,1,1,1,3,0,8504.040900000002,0,0,0,non_nord_est,primo,SC3,isI0,SR0,Nord,Nord_Ovest-appartamento in edificio piccolo-0,HSDR_group73,Zero
15,3,appartamento in edificio medio,Abbastanza isolata,141,121,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,6,7,1,14,0,2204.9252,4,0,4,non_nord_est,primo,SC0,isI0,SR1,Nord,Nord_Ovest-appartamento in edificio medio-3,HSDR_group52,Zero
16,2,appartamento in edificio medio,Poco isolata,62,67,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,3,4,1,8,0,1486.0636,3,4,7,non_nord_est,primo,SC2,isI1,SR0,Nord,Nord_Ovest-appartamento in edificio medio-2,HSDR_group63,Zero
17,0,appartamento in edificio medio,Abbastanza isolata,84,110,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,1,1,1,3,0,1472.5579,0,0,0,non_nord_est,primo,SC1,isI0,SR0,Nord,Nord_Ovest-appartamento in edificio medio-0,HSDR_group63,Zero
18,0,appartamento in edificio medio,Ben isolata,63,131,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,5,6,2,13,0,2047.6616,0,0,0,non_nord_est,primo,SC1,isI0,SR0,Nord,Nord_Ovest-appartamento in edificio medio-0,HSDR_group63,Zero
19,0,appartamento in edificio medio,Ben isolata,53,89,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,6,7,1,14,0,1430.3304,0,0,0,non_nord_est,primo,SC1,isI0,SR0,Nord,Nord_Ovest-appartamento in edificio medio-0,HSDR_group63,Zero
20,1,appartamento in edificio medio,Abbastanza isolata,49,97,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,5,4,1,10,0,3197.5622,2,1,3,non_nord_est,secondo,SC0,isI0,SR1,Nord,Nord_Ovest-appartamento in edificio medio-1,HSDR_group52,Zero
21,0,appartamento in edificio piccolo,Abbastanza isolata,49,99,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,7,5,1,13,0,1168.4221999999995,0,0,0,non_nord_est,primo,SC3,isI0,SR0,Nord,Nord_Ovest-appartamento in edificio piccolo-0,HSDR_group73,Zero
22,0,appartamento in edificio medio,Non isolata,97,88,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,5,5,1,11,0,2340.6983,0,0,0,non_nord_est,primo,SC1,isI1,SR0,Nord,Nord_Ovest-appartamento in edificio medio-0,HSDR_group63,Zero
23,0,appartamento in edificio medio,Ben isolata,38,102,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,6,4,0,10,0,1377.864,0,0,0,non_nord_est,primo,SC1,isI0,SR0,Nord,Nord_Ovest-appartamento in edificio medio-0,HSDR_group63,Zero
24,0,appartamento in edificio medio,Ben isolata,52,113,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,5,8,0,13,0,2798.566,0,0,0,non_nord_est,primo,SC1,isI0,SR0,Nord,Nord_Ovest-appartamento in edificio medio-0,HSDR_group63,Zero
25,0,appartamento in edificio medio,Abbastanza isolata,58,78,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,3,3,1,7,0,8239.8468,0,0,0,non_nord_est,primo,SC1,isI0,SR0,Nord,Nord_Ovest-appartamento in edificio medio-0,HSDR_group63,Zero
26,0,appartamento in edificio grande,Non isolata,48,76,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,7,7,0,14,0,1257.528,0,0,0,non_nord_est,primo,SC0,isI1,SR0,Nord,Nord_Ovest-appartamento in edificio grande-0,HSDR_group63,Zero
27,1,appartamento in edificio piccolo,Abbastanza isolata,86,110,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,5,6,0,11,0,1390.6224,0,0,0,non_nord_est,secondo,SC0,isI0,SR1,Nord,Nord_Ovest-appartamento in edificio piccolo-1,HSDR_group64,Zero
28,0,appartamento in edificio medio,Abbastanza isolata,52,41,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,6,7,1,14,0,1029.6764,0,0,0,non_nord_est,primo,SC1,isI0,SR0,Nord,Nord_Ovest-appartamento in edificio medio-0,HSDR_group63,Zero
29,2,appartamento in edificio medio,Ben isolata,45,80,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,8,5,0,13,0,1926.6165,0,0,0,non_nord_est,primo,SC2,isI0,SR0,Nord,Nord_Ovest-appartamento in edificio medio-2,HSDR_group63,Zero
30,1,appartamento in edificio piccolo,Ben isolata,85,61,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,4,4,0,8,0,1943.2024,0,0,0,non_nord_est,secondo,SC0,isI0,SR1,Nord,Nord_Ovest-appartamento in edificio piccolo-1,HSDR_group64,Zero
31,2,appartamento in edificio medio,Poco isolata,9,80,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,2,4,0,6,0,1499.9411,0,0,0,non_nord_est,primo,SC2,isI1,SR0,Nord,Nord_Ovest-appartamento in edificio medio-2,HSDR_group63,Zero
32,3,appartamento in edificio grande,Poco isolata,56,81,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,4,7,3,14,0,1206.3037,0,0,0,non_nord_est,primo,SC0,isI1,SR1,Nord,Nord_Ovest-appartamento in edificio grande-3,HSDR_group63,Zero
33,2,appartamento in edificio piccolo,Abbastanza isolata,38,102,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,6,7,1,14,0,3004.1412,0,0,0,non_nord_est,primo,SC2,isI0,SR0,Nord,Nord_Ovest-appartamento in edificio piccolo-2,HSDR_group63,Zero
34,0,appartamento in edificio grande,Non isolata,59,42,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,4,7,0,11,0,977.7843,7,0,7,non_nord_est,primo,SC0,isI1,SR0,Nord,Nord_Ovest-appartamento in edificio grande-0,HSDR_group63,Zero
35,3,appartamento in edificio medio,Abbastanza isolata,37,128,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,6,3,5,14,0,2326.3214,0,0,0,non_nord_est,primo,SC0,isI0,SR1,Nord,Nord_Ovest-appartamento in edificio medio-3,HSDR_group52,Zero
36,0,appartamento in edificio piccolo,Abbastanza isolata,71,125,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,3,3,0,6,0,867.4489,0,0,0,non_nord_est,primo,SC3,isI0,SR0,Nord,Nord_Ovest-appartamento in edificio piccolo-0,HSDR_group73,Zero
37,1,appartamento in edificio piccolo,Abbastanza isolata,118,128,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,3,4,0,7,0,2005.1603,0,0,0,non_nord_est,secondo,SC0,isI0,SR1,Nord,Nord_Ovest-appartamento in edificio piccolo-1,HSDR_group64,Zero
38,1,appartamento in edificio medio,Non isolata,120,132,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,2,2,1,5,0,1502.7546000000002,0,0,0,non_nord_est,secondo,SC0,isI1,SR1,Nord,Nord_Ovest-appartamento in edificio medio-1,HSDR_group52,Zero
39,0,appartamento in edificio grande,Non isolata,38,131,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,3,5,0,8,0,1947.4256,0,0,0,non_nord_est,primo,SC0,isI1,SR0,Nord,Nord_Ovest-appartamento in edificio grande-0,HSDR_group63,Zero
40,0,appartamento in edificio piccolo,Abbastanza isolata,63,122,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,3,8,0,11,0,1930.3403,0,0,0,non_nord_est,primo,SC3,isI0,SR0,Nord,Nord_Ovest-appartamento in edificio piccolo-0,HSDR_group73,Zero
41,0,appartamento in edificio piccolo,Abbastanza isolata,106,61,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,1,4,0,5,0,1031.7007999999998,0,0,0,non_nord_est,primo,SC3,isI0,SR0,Nord,Nord_Ovest-appartamento in edificio piccolo-0,HSDR_group73,Zero
42,3,appartamento in edificio medio,Abbastanza isolata,98,72,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,3,3,1,7,0,1901.5422,0,0,0,non_nord_est,primo,SC0,isI0,SR1,Nord,Nord_Ovest-appartamento in edificio medio-3,HSDR_group52,Zero
43,3,appartamento in edificio medio,Ben isolata,83,118,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,3,5,2,10,0,8977.5388,0,0,0,non_nord_est,primo,SC0,isI0,SR1,Nord,Nord_Ovest-appartamento in edificio medio-3,HSDR_group52,Zero
44,0,appartamento in edificio piccolo,Abbastanza isolata,76,98,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,3,5,1,9,0,1609.0458,0,0,0,non_nord_est,primo,SC3,isI0,SR0,Nord,Nord_Ovest-appartamento in edificio piccolo-0,HSDR_group73,Zero
45,1,appartamento in edificio medio,Abbastanza isolata,3,78,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,3,4,1,8,0,1857.0962,0,0,0,non_nord_est,secondo,SC0,isI0,SR1,Nord,Nord_Ovest-appartamento in edificio medio-1,HSDR_group52,Zero
46,3,appartamento in edificio medio,Non isolata,54,40,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,6,6,2,14,0,1252.1896000000002,0,0,0,non_nord_est,primo,SC0,isI1,SR1,Nord,Nord_Ovest-appartamento in edificio medio-3,HSDR_group52,Zero
47,0,appartamento in edificio medio,Abbastanza isolata,43,175,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,3,4,1,8,0,892.1264,0,0,0,non_nord_est,primo,SC1,isI0,SR0,Nord,Nord_Ovest-appartamento in edificio medio-0,HSDR_group63,Zero
48,0,appartamento in edificio grande,Abbastanza isolata,44,148,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,3,4,1,8,0,966.1154,0,0,0,non_nord_est,primo,SC0,isI0,SR0,Nord,Nord_Ovest-appartamento in edificio grande-0,HSDR_group63,Zero
49,2,casa unifamiliare,Poco isolata,76,60,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,7,7,0,14,0,2336.3288,0,0,0,non_nord_est,primo,SC0,isI1,SR0,Nord,Nord_Ovest-casa unifamiliare-2,HSDR_group52,Zero
50,0,casa unifamiliare,Ben isolata,35,73,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,3,6,0,9,0,2412.8862,0,0,0,non_nord_est,primo,SC0,isI0,SR0,Nord,Nord_Ovest-casa unifamiliare-0,HSDR_group63,Zero
51,0,appartamento in edificio piccolo,Abbastanza isolata,59,98,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,0,3,2,5,1,9253.577399999998,3,1,5,non_nord_est,primo,SC3,isI0,SR0,Nord,Nord_Ovest-appartamento in edificio piccolo-0,HSDR_group73,Zero
52,3,appartamento in edificio piccolo,Non isolata,96,93,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,7,7,0,14,0,2350.1988,0,0,0,non_nord_est,primo,SC4,isI1,SR1,Nord,Nord_Ovest-appartamento in edificio piccolo-3,HSDR_group63,Zero
53,0,appartamento in edificio piccolo,Non isolata,54,80,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,0,5,1,6,0,938.9785,0,0,0,non_nord_est,primo,SC3,isI1,SR0,Nord,Nord_Ovest-appartamento in edificio piccolo-0,HSDR_group73,Zero
54,1,appartamento in edificio medio,Non isolata,48,81,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,3,8,1,12,0,1786.4274999999998,0,0,0,non_nord_est,secondo,SC0,isI1,SR1,Nord,Nord_Ovest-appartamento in edificio medio-1,HSDR_group52,Zero
55,1,appartamento in edificio medio,Ben isolata,40,86,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,6,7,0,13,0,9176.5666,0,0,0,non_nord_est,secondo,SC0,isI0,SR1,Nord,Nord_Ovest-appartamento in edificio medio-1,HSDR_group52,Zero
56,0,appartamento in edificio grande,Ben isolata,51,57,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,6,6,2,14,0,1299.4372,0,0,0,non_nord_est,primo,SC0,isI0,SR0,Nord,Nord_Ovest-appartamento in edificio grande-0,HSDR_group63,Zero
57,2,appartamento in edificio medio,Abbastanza isolata,56,85,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,2,3,0,5,0,1281.7048,0,0,0,non_nord_est,primo,SC2,isI0,SR0,Nord,Nord_Ovest-appartamento in edificio medio-2,HSDR_group63,Zero
58,1,appartamento in edificio grande,Poco isolata,56,98,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,7,7,0,14,0,2643.1618,0,0,0,non_nord_est,secondo,SC0,isI1,SR1,Nord,Nord_Ovest-appartamento in edificio grande-1,HSDR_group52,Zero
59,0,appartamento in edificio medio,Ben isolata,51,87,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,6,7,1,14,0,1673.2018,0,0,0,non_nord_est,primo,SC1,isI0,SR0,Nord,Nord_Ovest-appartamento in edificio medio-0,HSDR_group63,Zero
60,1,appartamento in edificio medio,Ben isolata,5,67,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,1,1,1,3,0,2168.848,0,0,0,non_nord_est,secondo,SC0,isI0,SR1,Nord,Nord_Ovest-appartamento in edificio medio-1,HSDR_group52,Zero
61,0,appartamento in edificio piccolo,Ben isolata,40,76,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,6,7,1,14,0,1263.8764,0,0,0,non_nord_est,primo,SC3,isI0,SR0,Nord,Nord_Ovest-appartamento in edificio piccolo-0,HSDR_group73,Zero
62,2,appartamento in edificio grande,Poco isolata,48,113,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,2,8,1,11,0,2301.4345,1,0,1,non_nord_est,primo,SC0,isI1,SR0,Nord,Nord_Ovest-appartamento in edificio grande-2,HSDR_group63,Zero
63,0,appartamento in edificio grande,Abbastanza isolata,41,72,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,2,6,2,10,0,2190.5118,0,0,0,non_nord_est,primo,SC0,isI0,SR0,Nord,Nord_Ovest-appartamento in edificio grande-0,HSDR_group63,Zero
64,1,appartamento in edificio medio,Ben isolata,17,145,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,2,3,2,7,0,2161.5473,0,0,0,non_nord_est,secondo,SC0,isI0,SR1,Nord,Nord_Ovest-appartamento in edificio medio-1,HSDR_group52,Zero
65,0,appartamento in edificio grande,Abbastanza isolata,43,95,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,5,8,0,13,0,827.9926,0,0,0,non_nord_est,primo,SC0,isI0,SR0,Nord,Nord_Ovest-appartamento in edificio grande-0,HSDR_group63,Zero
66,0,appartamento in edificio piccolo,Non isolata,64,53,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,6,7,1,14,0,7802.224,0,0,0,non_nord_est,primo,SC3,isI1,SR0,Nord,Nord_Ovest-appartamento in edificio piccolo-0,HSDR_group73,Zero
67,1,appartamento in edificio piccolo,Ben isolata,46,118,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,4,4,0,8,0,1851.5168,0,0,0,non_nord_est,secondo,SC0,isI0,SR1,Nord,Nord_Ovest-appartamento in edificio piccolo-1,HSDR_group64,Zero
68,3,appartamento in edificio piccolo,Abbastanza isolata,43,49,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,3,5,0,8,0,888.5200000000001,0,0,0,non_nord_est,primo,SC4,isI0,SR1,Nord,Nord_Ovest-appartamento in edificio piccolo-3,HSDR_group63,Zero
69,0,casa unifamiliare,Ben isolata,51,81,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,4,4,0,8,0,786.3247999999999,0,0,0,non_nord_est,primo,SC0,isI0,SR0,Nord,Nord_Ovest-casa unifamiliare-0,HSDR_group63,Zero
70,2,appartamento in edificio grande,Abbastanza isolata,49,85,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,6,8,0,14,0,9068.0672,0,0,0,non_nord_est,primo,SC0,isI0,SR0,Nord,Nord_Ovest-appartamento in edificio grande-2,HSDR_group63,Zero
71,1,appartamento in edificio piccolo,Ben isolata,38,69,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,2,2,2,6,0,1522.6853,0,0,0,non_nord_est,secondo,SC0,isI0,SR1,Nord,Nord_Ovest-appartamento in edificio piccolo-1,HSDR_group64,Zero
72,0,appartamento in edificio medio,Ben isolata,35,95,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,1,1,0,2,0,2006.9,0,0,0,non_nord_est,primo,SC1,isI0,SR0,Nord,Nord_Ovest-appartamento in edificio medio-0,HSDR_group63,Zero
73,0,appartamento in edificio medio,Poco isolata,52,75,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,4,5,0,9,0,2015.5279,0,0,0,non_nord_est,primo,SC1,isI1,SR0,Nord,Nord_Ovest-appartamento in edificio medio-0,HSDR_group63,Zero
74,0,appartamento in edificio grande,Abbastanza isolata,48,82,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,5,6,2,13,0,8316.1458,0,0,0,non_nord_est,primo,SC0,isI0,SR0,Nord,Nord_Ovest-appartamento in edificio grande-0,HSDR_group63,Zero
75,0,appartamento in edificio piccolo,Abbastanza isolata,25,105,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,5,0,3,8,4,1703.816,8,3,15,non_nord_est,primo,SC3,isI0,SR0,Nord,Nord_Ovest-appartamento in edificio piccolo-0,HSDR_group73,Zero
76,1,appartamento in edificio medio,Non isolata,34,114,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,4,4,0,8,0,1736.6512,0,0,0,non_nord_est,secondo,SC0,isI1,SR1,Nord,Nord_Ovest-appartamento in edificio medio-1,HSDR_group52,Zero
77,2,appartamento in edificio medio,Ben isolata,51,74,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,3,5,2,10,0,1197.6576000000002,0,0,0,non_nord_est,primo,SC2,isI0,SR0,Nord,Nord_Ovest-appartamento in edificio medio-2,HSDR_group63,Zero
78,1,appartamento in edificio medio,Ben isolata,34,76,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,6,7,1,14,0,2356.6143999999995,0,0,0,non_nord_est,secondo,SC0,isI0,SR1,Nord,Nord_Ovest-appartamento in edificio medio-1,HSDR_group52,Zero
79,2,appartamento in edificio piccolo,Ben isolata,62,43,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,7,8,0,15,0,1164.0201000000002,0,0,0,non_nord_est,primo,SC2,isI0,SR0,Nord,Nord_Ovest-appartamento in edificio piccolo-2,HSDR_group63,Zero
80,2,appartamento in edificio medio,Abbastanza isolata,6,98,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,3,3,1,7,0,1137.6745,0,0,0,non_nord_est,primo,SC2,isI0,SR0,Nord,Nord_Ovest-appartamento in edificio medio-2,HSDR_group63,Zero
81,1,appartamento in edificio grande,Ben isolata,91,69,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,0,4,0,4,0,1799.9928,0,0,0,non_nord_est,secondo,SC0,isI0,SR1,Nord,Nord_Ovest-appartamento in edificio grande-1,HSDR_group52,Zero
82,0,appartamento in edificio medio,Abbastanza isolata,40,89,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,4,5,5,14,0,1448.5064000000002,0,0,0,non_nord_est,primo,SC1,isI0,SR0,Nord,Nord_Ovest-appartamento in edificio medio-0,HSDR_group63,Zero
83,0,appartamento in edificio medio,Poco isolata,63,77,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,6,7,1,14,0,1602.1519999999998,0,0,0,non_nord_est,primo,SC1,isI1,SR0,Nord,Nord_Ovest-appartamento in edificio medio-0,HSDR_group63,Zero
84,0,appartamento in edificio grande,Abbastanza isolata,40,116,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,5,7,2,14,0,2292.0963,0,0,0,non_nord_est,primo,SC0,isI0,SR0,Nord,Nord_Ovest-appartamento in edificio grande-0,HSDR_group63,Zero
85,0,appartamento in edificio piccolo,Ben isolata,21,77,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,0,5,2,7,0,1416.648,0,0,0,non_nord_est,primo,SC3,isI0,SR0,Nord,Nord_Ovest-appartamento in edificio piccolo-0,HSDR_group73,Zero
86,0,casa unifamiliare,Poco isolata,2,80,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,7,2,2,11,0,1513.7641,0,0,0,non_nord_est,primo,SC0,isI1,SR0,Nord,Nord_Ovest-casa unifamiliare-0,HSDR_group63,Zero
87,0,appartamento in edificio medio,Poco isolata,57,77,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,2,3,1,6,0,988.7072,0,0,0,non_nord_est,primo,SC1,isI1,SR0,Nord,Nord_Ovest-appartamento in edificio medio-0,HSDR_group63,Zero
88,0,casa unifamiliare,Non isolata,62,70,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,4,7,1,12,0,1094.3972,0,0,0,non_nord_est,primo,SC0,isI1,SR0,Nord,Nord_Ovest-casa unifamiliare-0,HSDR_group63,Zero
89,0,appartamento in edificio grande,Abbastanza isolata,62,70,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,4,4,1,9,0,877.0312000000001,0,0,0,non_nord_est,primo,SC0,isI0,SR0,Nord,Nord_Ovest-appartamento in edificio grande-0,HSDR_group63,Zero
90,0,appartamento in edificio medio,Abbastanza isolata,46,110,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,2,7,0,9,0,1396.4258,0,0,0,non_nord_est,primo,SC1,isI0,SR0,Nord,Nord_Ovest-appartamento in edificio medio-0,HSDR_group63,Zero
91,1,appartamento in edificio medio,Ben isolata,60,139,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,7,7,0,14,0,1859.092,0,0,0,non_nord_est,secondo,SC0,isI0,SR1,Nord,Nord_Ovest-appartamento in edificio medio-1,HSDR_group52,Zero
92,2,appartamento in edificio medio,Abbastanza isolata,46,71,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,3,4,0,7,0,2089.9561000000003,0,0,0,non_nord_est,primo,SC2,isI0,SR0,Nord,Nord_Ovest-appartamento in edificio medio-2,HSDR_group63,Zero
93,2,appartamento in edificio medio,Ben isolata,51,249,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,7,7,0,14,0,2476.209599999999,0,0,0,non_nord_est,primo,SC2,isI0,SR0,Nord,Nord_Ovest-appartamento in edificio medio-2,HSDR_group63,Zero
